id,title,artist,popularity,year,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature
7f6gV3vlJEN1pVuHM4tDHc,Esho Aamar Ghore Esho,Srikanta Acharya,7,2010,0.389,0.381,10,-8.84,0.0526,0.945,5.08e-06,0.3,0.342,143.973,174.499,3
1UG54uUwIVOXsCgkOPlOfV,Kotha Bahire Dure,Srikanta Acharya,7,2010,0.453,0.458,10,-9.649,0.0503,0.848,0.0,0.145,0.613,71.197,212.925,4
4QQoISJMJuZeBEJXUMG4j9,Aami Elam Tomer Dware,Srikanta Acharya,6,2010,0.349,0.228,5,-18.142,0.0593,0.909,3.98e-06,0.206,0.316,92.065,217.967,4
3gLZeDPUvyRngovv5kMPAd,"Ann Mona, Ann Mona",Srikanta Acharya,10,2010,0.527,0.447,10,-9.968,0.034,0.846,5.75e-05,0.141,0.598,157.862,177.895,3
4pHCEOGVEmyHan7CLQyfpa,Aaji Dakhhin Duwar Khola,Srikanta Acharya,3,2010,0.646,0.298,10,-19.779,0.0618,0.681,0.0,0.0851,0.853,122.077,161.986,4
5JzJTITOT1VGlAg9O8rU7S,Bahire Bhul Bhangbe Jokhon,Srikanta Acharya,7,2010,0.602,0.334,7,-11.94,0.0483,0.913,0.00026,0.165,0.291,139.957,291.319,3
5ZlZbvF50Gn6BFe2VHlXxV,Na Jewo Na,Srikanta Acharya,7,2010,0.302,0.24,8,-10.501,0.0306,0.934,0.00554,0.11,0.17,65.151,144.798,4
1wI0KRwPLH9tR1fXfbfehm,"Sokhi, Andhare Ekla Ghore",Srikanta Acharya,5,2010,0.205,0.0261,1,-21.88,0.0409,0.964,3.07e-06,0.0721,0.186,149.559,284.37,3
6QF6cPW8XpZMSco3sl4DlO,Jokhon Eshechhile Andhokare,Srikanta Acharya,11,2010,0.454,0.254,5,-8.836,0.0322,0.915,0.0,0.112,0.237,139.915,269.95,1
2NghWqu31l3t62GJSmFokj,Mor Bina Othe,Srikanta Acharya,11,2010,0.654,0.476,6,-10.188,0.0352,0.847,0.000454,0.0877,0.301,99.993,224.706,4
7sDWBd7pmKWo6nG46vpDMp,Boro Biswaye Lage,Srikanta Acharya,8,2010,0.242,0.0297,6,-19.972,0.0398,0.967,0.000455,0.136,0.112,129.642,331.939,5
0n4zTXvlMsv5r9gaowiZc6,Aji Jharer Raate,Srikanta Acharya,10,2014,0.48,0.489,7,-6.809,0.0299,0.699,4.78e-06,0.267,0.592,120.169,218.07,5
00Jb1pdVvkt9h2rtEXDacx,Aj Jyotsnarate,Srikanta Acharya,22,2014,0.541,0.512,6,-5.662,0.0272,0.712,4.17e-06,0.744,0.473,126.398,218.697,1
4ciDMtbMEBpcu7Hji0Jnky,Jodi Hay Jibanopurano,Srikanta Acharya,2,2014,0.511,0.41,11,-5.484,0.0291,0.8,0.0,0.418,0.254,124.27,229.721,4
38nM33Kpq3xi7ATFonPmn1,Jete Jete Ekla,Srikanta Acharya,2,2014,0.504,0.589,6,-4.767,0.0335,0.532,0.0,0.317,0.683,136.254,155.873,4
2CdOYSc7quupacWZ6tB6Mq,Eso Eso Phire,Srikanta Acharya,2,2014,0.363,0.264,8,-8.896,0.0321,0.941,0.000372,0.102,0.182,112.972,248.738,3
4F4ocenairqQfz06x6i4XE,Ei To Tomar Prem,Srikanta Acharya,11,2014,0.57,0.656,6,-4.973,0.0279,0.785,0.0,0.205,0.73,106.904,209.241,4
3ufvI1i14N98ridKr9Wm2z,Nayon Tomare Pay Na,Srikanta Acharya,2,2014,0.569,0.516,4,-5.93,0.0321,0.858,9.91e-06,0.196,0.385,125.8,391.785,3
5I2SMmiG2iN3VntzA1b3g0,Tumi Sandhyar Meghomala,Srikanta Acharya,23,2014,0.515,0.441,6,-5.795,0.0292,0.658,4.07e-06,0.178,0.303,112.531,214.152,3
7sJt9RsuFFrSyutA0XkzUf,Aj Akasher Moner,Srikanta Acharya,2,2014,0.36,0.419,7,-7.873,0.0306,0.777,0.000537,0.234,0.403,127.051,255.112,3
1YVxd1fpD6REhfeLwKnMf5,Amar Praner Pore,Srikanta Acharya,3,2014,0.292,0.283,11,-7.762,0.0296,0.909,0.0,0.109,0.286,106.031,268.852,3
7MVSBxf4ewElA3J9JBzfHG,Anek Diner Sunyata,Srikanta Acharya,0,1999,0.385,0.349,11,-13.213,0.031,0.785,0.0,0.162,0.61,166.321,215.278,1
5wQbY22pOVnGLQy7IpsOaY,Charanadhwani Shuni,Srikanta Acharya,3,1999,0.454,0.171,5,-15.501,0.0342,0.872,0.0,0.218,0.181,108.272,244.267,5
4jzp3y6F8EAtMZx62F90zv,Dhara Diyechi,Srikanta Acharya,0,1999,0.426,0.264,5,-15.018,0.0318,0.882,0.0,0.135,0.336,145.035,188.342,3
2Ix8Taa3GmRzxg0AGo4g3r,E Pathe Ami,Srikanta Acharya,0,1999,0.511,0.362,6,-15.113,0.0319,0.937,0.000335,0.182,0.556,129.536,288.603,3
2Ix8Taa3GmRzxg0AGo4g3r,E Pathe Ami,Srikanta Acharya,0,1999,0.511,0.362,6,-15.113,0.0319,0.937,0.000335,0.182,0.556,129.536,288.603,3
5TFHUE71fz8i5gVY9Q4teM,Kache Chile Dure Gele Dur,Srikanta Acharya,0,1999,0.537,0.281,11,-15.459,0.0286,0.861,4.57e-05,0.187,0.566,132.351,190.59,3
2y1WcgqRMgmukToyYNgZeO,Keno Amay Pagal Kore,Srikanta Acharya,11,1999,0.334,0.153,5,-16.753,0.0355,0.858,2.36e-06,0.0733,0.047,118.865,368.639,1
3rw7BADVCfHf2ZmyKK7jwu,Shrabbanero Pabane Akolo,Srikanta Acharya,0,1999,0.455,0.183,0,-17.093,0.0318,0.855,0.0,0.09,0.377,109.43,282.596,5
4IjSt1uDTWclm1CAPYPfAB,Tumi Kon Kananer Phul,Srikanta Acharya,24,1999,0.478,0.165,2,-17.956,0.0315,0.874,0.0,0.0833,0.326,72.571,178.892,3
5eeA8UCT7QZmwmLQrEgP9i,Hare Re Re Re Re - Original,Srikanta Acharya,3,2021,0.581,0.727,10,-4.869,0.0575,0.934,0.0,0.418,0.965,143.777,103.079,3
01mZULRUknDWwg8k3hOrGi,Ore Ay Re - Original,Srikanta Acharya,3,2021,0.57,0.717,8,-3.587,0.0351,0.643,0.0,0.09,0.907,104.371,167.784,4
1rxzzKL5nF7w0kMcBNvWm2,Ogo Nodi Apon Bege - Original,Srikanta Acharya,26,2021,0.648,0.709,4,-5.37,0.0283,0.626,1.31e-05,0.573,0.674,109.889,201.169,3
70Xo6DAwk1qacDSOFNTbgr,Chole Jay Mori Hay - Original,Srikanta Acharya,16,2021,0.581,0.575,2,-6.213,0.0277,0.603,0.0,0.442,0.736,81.793,190.981,4
4sisSb1OV2OvHfZwkn5igI,Amra Notun Praner Chor - Original,Srikanta Acharya,8,2021,0.653,0.646,6,-8.038,0.0325,0.912,1.91e-05,0.398,0.851,136.77,101.329,3
3uayizFxNtsLLZK05YWseK,Amra Sabai Raja - Original,Srikanta Acharya,3,2021,0.537,0.63,10,-8.602,0.041,0.773,0.0,0.229,0.963,153.39,145.972,3
0f1apP3cbsMEor12LZeLv0,Akash Bhora Surya Tara,Srikanta Acharya,23,2020,0.192,0.557,10,-4.416,0.0332,0.559,3.01e-06,0.187,0.247,145.147,221.231,3
3fTdglSA4Y42CfT4kQwZ4z,E Kemon Din,Band Lalon,12,2007,0.685,0.748,7,-6.193,0.125,0.306,3.82e-05,0.0693,0.77,120.02,264.813,4
4RqlcoCdRztRc0bZayreNh,Opaar Hoye,Band Lalon,21,2007,0.436,0.524,7,-8.528,0.0392,0.0757,0.00468,0.153,0.445,140.069,440.427,3
7E38ibc5iV3ccPGuNBIuGZ,Moner Manush,Band Lalon,18,2007,0.683,0.813,4,-6.209,0.116,0.218,0.0418,0.677,0.712,113.936,242.68,4
4xH6LCS2trxpCTrlydmyVX,Boli Maa Tor,Band Lalon,9,2007,0.484,0.573,2,-7.385,0.0277,0.61,0.00106,0.248,0.593,100.609,423.56,4
6YC3G1s5kBorUjVbxhWvMT,Biprotip 2003,Band Lalon,12,2007,0.568,0.616,8,-8.36,0.0379,0.0571,9.24e-06,0.165,0.611,135.707,407.32,3
4YWU9ruqafvBrDLdJ55pdh,Gurur Choron,Band Lalon,26,2007,0.739,0.628,0,-7.783,0.0399,0.0378,5.43e-06,0.114,0.701,116.038,298.307,4
1hkRYXtSMu5wLya6KKBrde,Jaat Gelo,Band Lalon,31,2007,0.652,0.643,0,-7.927,0.035,0.101,0.000745,0.094,0.694,139.926,274.173,5
0mxesFdyMJydnmGBpBMrU4,Bhora Chande,Band Lalon,12,2007,0.633,0.6,11,-11.651,0.116,0.516,0.00085,0.184,0.568,106.055,276.293,4
35x5kYQ91Vglxk4QhaUsTt,Ontora,Band Lalon,17,2007,0.668,0.746,4,-9.881,0.0589,0.0112,0.0256,0.24,0.577,115.912,300.16,4
5D7d24VPhlgl1FoSjMGnzF,Biprotip 2007,Band Lalon,14,2007,0.436,0.251,6,-10.258,0.039,0.694,7.53e-05,0.0644,0.214,119.71,255.747,3
4BWbX4JSDFcdxVBbtfuH3q,Ruhani,Band Lalon,17,2020,0.791,0.511,6,-8.32,0.0409,0.0966,2.42e-06,0.0257,0.615,108.004,313.333,4
2McCZAH06iv8nCxMBvQq3Q,Prem Amar 2 Title Track,Kunal Ganjawala,11,2019,0.393,0.702,7,-5.046,0.0377,0.0135,0.0,0.594,0.325,195.996,170.76,4
7ALE7mB39b5sKFTjXDVbKP,Parate Majhraate,Kunal Ganjawala,12,2019,0.737,0.865,0,-4.57,0.032,0.12,0.0,0.112,0.812,122.001,236.449,4
6tKTpjNDsJVLasQ6YPC1r9,Nitol Paaye,Kunal Ganjawala,13,2019,0.645,0.834,2,-4.133,0.0272,0.0919,1.04e-06,0.366,0.422,112.01,287.679,4
4ApEBnoII2bnFbBtXBb8tT,Jibon Re,Kunal Ganjawala,12,2019,0.35,0.67,9,-7.125,0.0543,0.68,0.0,0.0923,0.628,175.874,205.227,4
4c9n82vcy6igbdV8sDwDJ3,Desi Chhori,Satrujit Sen,29,2014,0.461,0.949,7,-3.873,0.373,0.258,0.0,0.163,0.52,122.415,228.781,4
4F4X48FnkxSsGlexOjxhFE,Sharata Din,Satrujit Sen,39,2014,0.557,0.804,9,-5.013,0.063,0.521,0.0,0.0408,0.523,105.987,307.883,4
05HYirKQxXh3d1Kge5ZStB,Aami Tomar Kache,Satrujit Sen,42,2014,0.604,0.868,4,-6.217,0.0528,0.259,4.06e-06,0.109,0.616,110.006,233.561,4
4DZw8eAPJJhfBgSAbhkL0b,Yoddhar Saathe Ebar Pujo Katan,Satrujit Sen,18,2014,0.797,0.979,11,-3.805,0.269,0.244,0.0,0.0983,0.49,103.466,226.195,3
6HNbprsATKyydJ7YdrLuPd,Ebar Jeno Onno Rokom Pujo,Satrujit Sen,31,2014,0.593,0.972,2,-3.228,0.323,0.222,0.0,0.192,0.413,138.133,212.727,4
690MJInFKM2jFAJ5RzKvkM,O Piya Re Piya,Arijit Singh,38,2013,0.566,0.798,9,-5.987,0.0481,0.214,0.0,0.137,0.721,95.026,270.0,4
1Iu9n2Yay9lmreki05HCQC,E Mon Ajkal,Arijit Singh,14,2013,0.657,0.831,11,-6.825,0.0324,0.401,0.00121,0.617,0.959,94.984,270.0,4
00KIDX2amPQpBNvBpMUaOH,Lonely Very Lonely,Arijit Singh,22,2013,0.756,0.883,2,-5.329,0.0866,0.112,0.0,0.307,0.593,104.019,195.849,4
2icDblyF7WjlLsralenn2J,Fakir Mon,Arijit Singh,9,2013,0.56,0.732,5,-5.24,0.0412,0.185,0.0,0.0827,0.654,124.871,250.4,4
4my5fagFcMKiXvHZgQWHL4,Masha Allah,Dev Negi,12,2018,0.701,0.931,10,-4.879,0.0904,0.294,0.0,0.0666,0.923,120.027,214.923,4
7k0UQ3gTdeU6kVQwYpj8q0,Eid Mubarak,Dev Negi,10,2018,0.473,0.903,7,-5.36,0.118,0.0768,2.47e-05,0.0811,0.625,135.526,272.486,4
7hW3r9YFQzQsQuEpr4SFzR,Amar Mon,Dev Negi,37,2018,0.665,0.719,9,-5.972,0.0328,0.704,0.0,0.195,0.494,109.958,248.748,4
43xDM6T7eiqx1e0gAifqI0,Mon tor hoyeche,Dev Negi,30,2018,0.545,0.563,4,-4.173,0.0312,0.729,0.0,0.143,0.215,135.742,107.111,3
3fkKF5kgHkdQJM8Xwrpo9y,Phirbo Na,Tanya Sen,0,2017,0.536,0.888,9,-4.906,0.0914,0.0462,4.6e-05,0.116,0.241,133.993,245.294,4
0WLC2xV20q7IoI9K4k6PMM,Hariye Jai,Tanya Sen,11,2017,0.629,0.819,4,-6.379,0.0283,0.0536,0.0,0.232,0.676,125.971,253.81,4
1ZKDP5FSodCkvsuVYUFRnf,Garbar Hain,Tanya Sen,0,2017,0.7,0.739,7,-6.094,0.0348,0.265,6.87e-05,0.232,0.573,80.004,187.875,4
0bL0ml0mITiVfG4wUdxqTA,Pakhi Jaa,Tanya Sen,1,2017,0.695,0.697,7,-6.688,0.0341,0.279,1.87e-06,0.133,0.418,99.974,177.6,4
198lORonIlWKDkq7ADTDOO,Megh Boleche Jabo Jabo,Tanya Sen,36,2017,0.614,0.393,11,-9.337,0.0327,0.171,0.000173,0.14,0.209,144.1,230.833,1
2w1NmvymJfM2PgiUsnJJDh,Mon Boleche Lofi,Imran Mahmudul,27,2022,0.381,0.408,8,-11.432,0.0503,0.58,2.17e-05,0.345,0.0657,125.101,239.24,3
2w1NmvymJfM2PgiUsnJJDh,Mon Boleche Lofi,Imran Mahmudul,27,2022,0.381,0.408,8,-11.432,0.0503,0.58,2.17e-05,0.345,0.0657,125.101,239.24,3
6XEtpWGKnr6IH5ReUzKCgo,Ei Tumi Ke ?,Popeye Bangladesh,31,2010,0.614,0.445,5,-10.485,0.0283,0.0843,0.0,0.349,0.118,121.998,328.464,4
1DtlqCuqT8AIM4vpGkqtCT,Shondha Raate,Popeye Bangladesh,11,2010,0.504,0.368,4,-9.495,0.0249,0.321,0.0,0.512,0.117,89.994,368.953,4
4Rjbf47OXrj3MnE5yIRmi8,Tumi Shobi,Popeye Bangladesh,13,2010,0.305,0.688,4,-8.476,0.0331,0.000661,6.68e-05,0.1,0.216,113.519,344.477,5
5mniAsFIKhcnxoQAYX83OL,Raater Kotha,Popeye Bangladesh,14,2010,0.488,0.506,0,-9.34,0.0318,0.263,4.81e-05,0.11,0.132,115.486,430.942,4
36u9RtM8QGTlxZCZcjZ2wn,Notun Shurjo,Popeye Bangladesh,7,2010,0.652,0.648,7,-9.069,0.0291,0.0431,2.21e-06,0.112,0.183,110.012,376.477,4
5uC2Tf9i53i95E1yU2kl4U,Amar Shorgo,Popeye Bangladesh,7,2010,0.426,0.298,10,-11.942,0.0381,0.108,0.0,0.378,0.201,122.344,305.972,5
7iqhJJb9yhgXo7lJQTwSR1,Bachcha Haati,Popeye Bangladesh,6,2010,0.781,0.898,7,-7.113,0.0492,0.0537,0.0,0.0807,0.736,127.032,169.482,4
4KZVZAUS2pruXR9BvwBYuE,Odekha Alo,Popeye Bangladesh,7,2010,0.601,0.438,5,-8.875,0.0288,0.0229,0.0,0.111,0.359,119.971,293.956,4
2uXbtZAOyS332aw5trt17s,Oparthib,Popeye Bangladesh,31,2019,0.667,0.544,11,-6.928,0.033,0.514,0.0,0.107,0.254,79.497,219.359,4
0OGWZNCkJobsyEmzAwJk9n,Tri,Popeye Bangladesh,27,2022,0.568,0.312,7,-6.805,0.036,0.627,2.32e-06,0.105,0.429,149.842,238.2,4
3NYzNj60Z3q74uFYEBxuKr,Shobuj Kolponay,AvoidRafa,12,2016,0.634,0.671,8,-11.047,0.0393,0.0543,0.0245,0.0435,0.739,117.979,407.696,3
0iJYhie2GmJdryvsjG50vm,Bhaar,AvoidRafa,15,2016,0.382,0.646,11,-11.182,0.041,0.0333,0.592,0.109,0.519,120.49,360.072,4
43lugOc2K5cCzaoacUu0TO,Koshto,AvoidRafa,32,2016,0.439,0.562,8,-11.652,0.0355,0.0485,0.00088,0.0999,0.25,134.437,357.564,4
3S3CtUdn4PeMheAjFo5Z4p,Bangladesher Nam,AvoidRafa,9,2016,0.579,0.812,0,-10.215,0.0513,0.00992,0.00214,0.395,0.273,111.985,375.902,4
0VwjiTKYsXKAPxBVY1gJcn,Shopno Dekhar Gaan,AvoidRafa,16,2016,0.665,0.477,9,-10.884,0.0373,0.152,0.00352,0.255,0.298,94.981,285.246,4
4aGpo3XumvqhdMRTTqhtYV,Odbhuture Tumi,AvoidRafa,24,2016,0.776,0.443,4,-9.95,0.0312,0.194,0.000275,0.081,0.564,110.052,254.92,4
6DG6SZ4nxb74L2ejZkMecq,Chader Gaye Chad,AvoidRafa,10,2016,0.524,0.76,8,-10.088,0.0486,0.086,0.0179,0.0702,0.304,103.838,389.004,4
3499n5wZueAtJovjdoDEat,Economic Hitman - Extended,AvoidRafa,8,2016,0.315,0.72,6,-10.71,0.0393,0.011,0.0161,0.242,0.26,130.244,357.724,4
0YR6A8wg5a0DdrZP0nLPFu,Liberty,AvoidRafa,8,2016,0.452,0.861,8,-6.648,0.0868,0.0917,0.0,0.105,0.613,175.057,242.633,3
54lptUQ1aVhpQD3IKvOUAJ,Declaration of Dependence,AvoidRafa,6,2016,0.627,0.634,1,-11.034,0.0354,0.062,0.0308,0.0996,0.344,130.0,511.806,1
62qgNy4tzgGAMgNQqZZQRk,LikenShare,AvoidRafa,7,2016,0.694,0.581,4,-10.185,0.0455,0.185,0.00468,0.148,0.748,92.544,228.217,4
6KP6GRBsgkXCLgbieEPn3I,Char Dewal,AvoidRafa,12,2016,0.501,0.793,0,-9.796,0.0674,0.0415,0.0,0.279,0.6,174.934,240.559,4
73LNIdiE4DI8pBLEPFzqLi,A Shundor Prithiby,AvoidRafa,13,2016,0.662,0.495,8,-10.573,0.0267,0.137,0.00197,0.142,0.2,134.953,291.683,4
0MoO04ImSIj5vWywD7w8lM,Roktim Itihash,AvoidRafa,7,2016,0.267,0.762,6,-9.717,0.0487,0.00122,0.00062,0.19,0.484,90.088,272.997,4
0C8F0kbqEhvW8lKoADe1gi,Mon Tore,AvoidRafa,11,2016,0.872,0.4,0,-9.889,0.0709,0.245,6.2e-05,0.105,0.691,124.999,325.858,4
31dd9TIKIqSFQZxrevtmFA,Tobu Keno,AvoidRafa,24,2016,0.598,0.472,7,-8.926,0.0304,0.154,3.44e-05,0.298,0.425,75.042,177.059,4
7BO3lBIIuxbMmpDYeikhJd,Shobhbhotar Khela,AvoidRafa,10,2016,0.457,0.486,10,-13.928,0.0277,0.0147,0.00329,0.113,0.428,140.111,274.841,4
2CEJzcrgxjXbfx2AECRLnT,Tumi Daklei Phirbo,AvoidRafa,28,2023,0.598,0.393,4,-12.972,0.0283,0.278,0.0,0.239,0.302,116.014,256.952,4
53AHcrWijuzSMUB6eOY34m,Shohore Notun Gaan,AvoidRafa,18,2023,0.611,0.718,9,-10.574,0.0397,0.331,1.49e-05,0.0948,0.549,114.98,289.181,4
58HZsazyRKIydtSnTad43w,Mainkar Chipay,AvoidRafa,11,2021,0.713,0.756,2,-7.312,0.0963,0.111,0.0,0.38,0.337,150.032,178.464,4
7oXLMw50Wnc8dIc7RsZert,মধ্যবিত্তের প্রেম কি পাপ,Bangla Song,25,2023,0.44,0.487,7,-10.541,0.0556,0.889,0.000216,0.208,0.666,79.455,311.771,4
4OVMiyqWTuiv1Ia0eab8zi,বারন করলেও ভালবাসবো,Bangla Song,20,2023,0.401,0.453,11,-7.637,0.0661,0.755,0.0,0.257,0.446,106.704,362.896,4
3P4Bd49mTXFhO6yNsUWJqf,আমার বন্ধু চিকন কালিয়া,Bangla Song,26,2023,0.695,0.531,6,-5.808,0.0625,0.778,0.0,0.0937,0.907,139.513,272.862,3
23rxuAu4WP0npqcQBx6yut,প্রথম ব্রেকাপের কষ্ট,Bangla Song,15,2023,0.582,0.556,1,-8.158,0.0367,0.237,4.95e-06,0.17,0.158,129.991,435.217,4
0oq8rBziIM9FwhT1HBlsJo,স্কুলের প্রথম প্রেম,Bangla Song,22,2023,0.469,0.585,6,-6.879,0.0585,0.508,0.000232,0.334,0.555,79.533,380.224,4
4FDCRbm4ms2JYw7L1rqhaU,তেজী পোলা আমার হেব্বি পছন্দ,Bangla Song,18,2023,0.46,0.82,5,-3.653,0.0575,0.334,0.0,0.451,0.949,79.452,303.974,4
59QEaVmGb9B9M2AT5185UX,Golpo Na,Ahmed Hasan Sunny,28,2021,0.755,0.285,5,-12.699,0.051,0.961,0.0187,0.104,0.246,135.048,220.889,4
23kmfjbh1nffQjj2iEvZpF,Tumi Ki Jante,Ahmed Hasan Sunny,16,2016,0.532,0.393,9,-9.52,0.0343,0.614,0.000212,0.108,0.262,139.846,300.069,4
01QUMRbzmdPZxLLvrJw7jN,E Hridoy,Ahmed Hasan Sunny,9,2016,0.545,0.525,9,-15.974,0.0735,0.149,0.0502,0.0986,0.323,199.843,213.917,4
5uKv5dyXz5NHLYnmg3WP18,E Hridoy 2,Ahmed Hasan Sunny,8,2016,0.62,0.591,9,-8.503,0.0342,0.455,0.00255,0.0851,0.511,134.905,244.878,4
72LWEJZeu11XbU19QDoKWJ,Shohorer Gaan,Ahmed Hasan Sunny,15,2016,0.607,0.45,0,-12.852,0.0363,0.502,2.38e-05,0.14,0.235,140.157,281.078,3
1mthqVY94Qc92cHwJKvoBS,Ek Din Ek Raat,Ahmed Hasan Sunny,8,2016,0.641,0.519,4,-10.573,0.0338,0.0876,3.62e-06,0.344,0.327,120.012,263.445,3
0eZhaQCf8RFPWnIZqHIvTB,Local Premer Gaan,Ahmed Hasan Sunny,11,2016,0.84,0.393,7,-10.538,0.0512,0.264,1.81e-06,0.0735,0.613,129.93,195.631,4
2YnsxTdrzwCvMNNrkNQYJV,Ke Ar Bajate Pare,Ahmed Hasan Sunny,20,2016,0.493,0.377,1,-11.52,0.0393,0.234,0.0,0.306,0.276,140.339,234.475,3
5KyMknfM19uwFHEmUqwn0V,Anondo Bhoirobi,Ahmed Hasan Sunny,22,2023,0.648,0.187,7,-13.959,0.0331,0.572,0.00113,0.1,0.191,119.939,316.743,4
5KyMknfM19uwFHEmUqwn0V,Anondo Bhoirobi,Ahmed Hasan Sunny,22,2023,0.648,0.187,7,-13.959,0.0331,0.572,0.00113,0.1,0.191,119.939,316.743,4
7vC4CVe0Nf9gXkCfGqVihB,Shob Plastic er Putul,Ahmed Hasan Sunny,21,2022,0.58,0.137,0,-13.542,0.0339,0.866,9.45e-05,0.0814,0.337,129.803,241.351,4
59TFq1iw9FZStlvB2eecYr,Obosheshe,Bappa Mazumder,4,2024,0.66,0.685,7,-10.284,0.0321,0.193,0.0,0.11,0.738,113.299,261.0,4
3LA8P0PfKX5Wmf6wO4WJ4G,Bangla Wedding Mashup,Rangan Riddo,10,2022,0.811,0.821,11,-8.151,0.114,0.0963,0.000818,0.0805,0.771,120.028,260.0,4
4inYaY9hXYaSp0mjy9vD2T,O Pola Re,Rangan Riddo,4,2022,0.787,0.676,4,-7.981,0.081,0.706,0.0,0.421,0.78,133.306,226.429,4
5PEuPk3NR4GbZXcvulQvWs,Palonko Sajailam Go,Samz Vai,5,2022,0.64,0.664,11,-6.753,0.177,0.45,0.0,0.262,0.921,120.293,205.412,4
67zSHcJ9IBwq5p3QFu74kp,Tumi Purnimari Alo,Samz Vai,32,2019,0.617,0.559,3,-7.237,0.0335,0.396,0.0,0.173,0.196,82.015,310.244,4
0Xgd0N7GeafCbMzzP3YGie,Tor Hobo Bole,Rangan Riddo,0,2020,0.646,0.51,11,-8.595,0.0319,0.492,0.0,0.192,0.252,139.995,298.286,4
78q3fZ7b3geREzBDutapkx,Bangla Dance Mashup,Parag Biswas,4,2019,0.748,0.877,7,-6.133,0.0574,0.0142,0.0081,0.67,0.88,132.005,231.921,4
524AEBpmmsW6UJLu95F9cx,"Ekla Khilan_(From""Rish"")",Rupam Islam,6,2022,0.571,0.354,5,-9.921,0.0336,0.469,6.79e-05,0.0901,0.0608,74.994,181.899,4
1MbaLTce1tid5XQ2PWvOGu,"Chandrasaho Bangshidaro_(From""Jhumura)",Rupam Islam,7,2022,0.586,0.656,7,-6.876,0.0363,0.776,2.62e-05,0.187,0.515,129.903,128.08,1
5O3iOc3zHB8ob6KIecw5r7,"Pichgola Rastai_(From""Ek Phali Rod"")",Rupam Islam,4,2022,0.642,0.587,4,-8.536,0.0293,0.723,1.39e-05,0.0924,0.538,129.931,297.743,4
4lgtILbpSii2o34AT23KjB,"Hajar Squarefeete Swapner Bari_(From""Ek Phali Rod"")",Rupam Islam,4,2022,0.631,0.535,11,-7.892,0.0345,0.773,2.31e-05,0.0626,0.282,126.969,231.366,4
5K7FpEQ7JXsGAsbb8RhpN2,"Tap Barche Chaap Barche_(From""Promotion"")",Rupam Islam,4,2022,0.596,0.846,9,-4.897,0.0449,0.0996,0.0,0.374,0.322,89.955,357.965,4
7v803Znryf4X5GG5iZhPlb,"Eka Eka Dinta_(From""Phaans"")",Rupam Islam,2,2022,0.459,0.716,8,-8.563,0.0353,0.144,4.04e-05,0.615,0.278,150.124,287.76,4
41V7Gzk3X4K0u3I3XcJWZg,"Chhutche Eka E Mon_(From""Annyo Naa"")",Rupam Islam,3,2022,0.432,0.705,2,-7.105,0.0381,0.00183,0.0,0.368,0.586,169.901,228.45,4
0iSfj0yODs36bcPnnBCOAf,"Kuyasha Chadorey Dhaka_(From""Masoom"")",Rupam Islam,3,2022,0.608,0.689,8,-7.91,0.0376,0.287,0.0,0.115,0.5,93.993,343.629,4
6aeHDc7SQkGxWMpjVe2Egd,"Kagoje Mogoje_(From""Window Connection"")",Rupam Islam,6,2022,0.498,0.449,4,-12.496,0.035,0.05,1.76e-06,0.644,0.572,156.113,81.833,4
4LDIhPPfDr9QrKWWMNr4YK,"Soriye Raat Jege othe_(From""Target Kolkata"")",Rupam Islam,1,2022,0.643,0.709,9,-9.847,0.0571,0.0683,0.0,0.114,0.441,113.964,312.0,4
1iI4FLBDenCgGrWSeUwlwY,"Janla_(From""Chaya Manush"")",Rupam Islam,2,2022,0.568,0.674,4,-6.843,0.05,0.113,0.0,0.107,0.486,155.998,286.105,4
7wQTigPHFeFssfd9vFaZi1,"It's Basanto _(From""It's Basanto "")",Rupam Islam,2,2022,0.69,0.647,9,-8.672,0.0366,0.247,0.0,0.121,0.652,130.041,390.799,4
1Ls9HBB3OdWz4zs3pl2iBd,"Chena Chena Mukh_(""Aamar Aami"")",Rupam Islam,2,2022,0.622,0.469,10,-8.161,0.0246,0.0763,2.32e-05,0.122,0.55,140.007,247.939,4
22WZayMBissk8fpb2lCqzx,Muthophone,Meghdol,17,2009,0.798,0.525,8,-9.233,0.0391,0.169,0.00199,0.077,0.869,126.056,233.268,4
4gWLWTcg4zr5v7S7EKeDOw,Thik Thik,Meghdol,15,2009,0.8,0.491,1,-9.33,0.0366,0.195,5.53e-05,0.314,0.541,126.008,187.71,4
1H06JdgsvqCI7dQTTQxIOF,Roder Fota,Meghdol,34,2009,0.48,0.26,11,-9.437,0.0279,0.552,4.62e-06,0.117,0.262,139.952,263.268,3
2ql2MiqF7n8jreDAbUGzsk,Kumari,Meghdol,19,2009,0.591,0.142,1,-13.398,0.0341,0.917,0.000151,0.111,0.143,82.022,301.07,4
0MYLMewmvD4yK9JryOtZ5s,Shohorbondi,Meghdol,28,2009,0.24,0.466,8,-7.954,0.0276,0.104,9.54e-06,0.13,0.3,52.618,262.432,4
626d7XT381vG4voFlVmyT1,Char Cahr Chouko,Meghdol,25,2009,0.664,0.233,6,-10.751,0.0268,0.416,3.37e-05,0.114,0.376,136.039,281.194,4
